state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,Unnamed: 0,Worker Adjustment and Retraining Notification (WARN) List,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Oregon,,,,,,,,7843,Simple,Portland,2021-05-07 00:00:00,1,Permanent closure,2021-01-29 00:00:00
Oregon,,,,,,,,7843,Simple,Portland,2021-04-02 00:00:00,37,Permanent closure,2021-01-29 00:00:00
Oregon,,,,,,,,7842,azlo,Portland,2021-04-02 00:00:00,122,Permanent closure,2021-01-29 00:00:00
Oregon,,,,,,,,7811,SunPower,Hillsboro,2021-09-30 00:00:00,9,Permanent closure,2021-01-07 00:00:00
Oregon,,,,,,,,7811,SunPower,Hillsboro,2021-03-09 00:00:00,172,Permanent closure,2021-01-07 00:00:00
Oregon,,,,,,,,7796,NPL - Central Point - Grants Pass,Grants Pass,2021-02-15 00:00:00,67,Permanent closure,2020-12-15 00:00:00
Oregon,,,,,,,,7583,Southwest Airlines,Portland,2021-03-15 00:00:00,85,Large Layoff - 10 or more workers,2020-12-03 00:00:00
Oregon,,,,,,,,7578,Villasport,Beaverton,2021-01-18 00:00:00,66,Reduction,2020-11-25 00:00:00
Oregon,,,,,,,,7510,Providence,Portland,2021-01-15 00:00:00,177,Other,2020-11-16 00:00:00
Oregon,,,,,,,,7510,Providence,Portland,2021-01-15 00:00:00,5,Reduction,2020-11-16 00:00:00
Oregon,,,,,,,,7436,Macy's Inc,Portland,2021-01-18 00:00:00,83,Permanent closure,2020-11-16 00:00:00
Oregon,,,,,,,,7309,Boise Cascade - Elgin Plywood Facility,Elgin,2021-01-01 00:00:00,229,Permanent closure,2020-11-16 00:00:00
Oregon,,,,,,,,7508,Elmer's Restaurants,Portland,2020-11-13 00:00:00,280,Temporary Layoff,2020-11-13 00:00:00
Oregon,,,,,,,,7401,SYUFY Enterprises - VillaSport,Beaverton,2020-12-21 00:00:00,59,Reduction,2020-10-23 00:00:00
Oregon,,,,,,,,7332,DoubleTree - Hilton Portland,Portland,2020-09-30 00:00:00,59,Reduction,2020-09-30 00:00:00
Oregon,,,,,,,,7241,SP+,Portland,2020-03-24 00:00:00,89,Reduction,2020-09-25 00:00:00
Oregon,,,,,,,,7217,PF Chang's - Eugene,Eugene,2020-09-18 00:00:00,75,Other,2020-09-18 00:00:00
Oregon,,,,,,,,7217,PF Chang's,Hillsboro,2020-09-18 00:00:00,75,Other,2020-09-18 00:00:00
Oregon,,,,,,,,7218,Sodexo - Salem-Keizer SD,Salem,2020-03-13 00:00:00,358,Temporary Layoff,2020-09-17 00:00:00
Oregon,,,,,,,,7218,Sodexo - Gresham-Barlow SD  ,Gresham,2020-03-13 00:00:00,85,Temporary Layoff,2020-09-17 00:00:00
Oregon,,,,,,,,7218,Sodexo - Medford SD,Medford,2020-03-13 00:00:00,111,Temporary Layoff,2020-09-17 00:00:00
Oregon,,,,,,,,7209,Dave & Buster's,Happy Valley,2020-11-08 00:00:00,84,Reduction,2020-09-08 00:00:00
Oregon,,,,,,,,7215,LAGS Medical Center - Portland,Portland,2020-11-02 00:00:00,7,Small Layoff  1 – 10 workers,2020-09-03 00:00:00
Oregon,,,,,,,,7215,LAGS Medical Center - Salem,Salem,2020-11-02 00:00:00,4,Small Layoff  1 – 10 workers,2020-09-03 00:00:00
Oregon,,,,,,,,7211,Bon Appetit,Portland,2020-09-30 00:00:00,224,Other,2020-09-01 00:00:00
Oregon,,,,,,,,7211,Bon Appetit,Portland,2020-09-30 00:00:00,170,Reduction,2020-09-01 00:00:00
Oregon,,,,,,,,7207,PGE - Boardman,Boardman,2020-11-05 00:00:00,22,Permanent closure,2020-09-01 00:00:00
Oregon,,,,,,,,7199,LAIKA,Hillsboro,2020-09-01 00:00:00,50,Large Layoff - 10 or more workers,2020-08-14 00:00:00
Oregon,,,,,,,,7192,HMSHost,Portland,2020-10-15 00:00:00,51,Reduction,2020-08-11 00:00:00
Oregon,,,,,,,,7184,Embassy Suites Portland-Downtown,Portland,2020-03-20 00:00:00,70,Large Layoff - 10 or more workers,2020-07-31 00:00:00
Oregon,,,,,,,,7171,"LSG Group - Sky Chefs, Inc",Portland,2020-10-01 00:00:00,193,Large Layoff - 10 or more workers,2020-07-31 00:00:00
Oregon,,,,,,,,7185,Alaska Airlines - Portland Internationa,Portland,2020-10-01 00:00:00,277,Reduction,2020-07-29 00:00:00
Oregon,,,,,,,,7162,Nike - Childcare  ,Beaverton,2020-10-01 00:00:00,192,Reduction,2020-07-23 00:00:00
Oregon,,,,,,,,7162,Nike,Beaverton,2020-10-01 00:00:00,308,Reduction,2020-07-23 00:00:00
Oregon,,,,,,,,7162,Nike,Beaverton,2020-07-23 00:00:00,700,Reduction,2020-07-23 00:00:00
Oregon,,,,,,,,7151,American Queen Steamboat Company ,"New Albany, IN",2020-09-24 00:00:00,250,Large Layoff - 10 or more workers,2020-07-22 00:00:00
Oregon,,,,,,,,7135,Vesta ,Lake Oswego,2020-07-22 00:00:00,20,Permanent closure,2020-07-22 00:00:00
Oregon,,,,,,,,7134,Pioneer Pacific College,Portland,2020-07-31 00:00:00,41,Permanent closure,2020-07-21 00:00:00
Oregon,,,,,,,,7134,Pioneer Pacific College - Beaverton,Beaverton,2020-07-31 00:00:00,39,Permanent closure,2020-07-21 00:00:00
Oregon,,,,,,,,7134,Pioneer Pacific College - Springfield,Springfield,2020-07-31 00:00:00,51,Permanent closure,2020-07-21 00:00:00
Oregon,,,,,,,,7186,Nike (Lifeworks) - Beaverton,Beaverton,2020-10-20 00:00:00,66,Reduction,2020-07-20 00:00:00
Oregon,,,,,,,,7186,Nike (Lifeworks) - Hillsboro,Hillsboro,2020-09-25 00:00:00,23,Reduction,2020-07-20 00:00:00
Oregon,,,,,,,,7186,Nike (Lifeworks) - Beaverton,Beaverton,2020-09-25 00:00:00,355,Reduction,2020-07-20 00:00:00
Oregon,,,,,,,,7071,United - PDX,Portland,2020-10-01 00:00:00,119,Reduction,2020-07-08 00:00:00
Oregon,,,,,,,,7071,United - PDX,Portland,2020-10-01 00:00:00,3,Reduction,2020-07-08 00:00:00
Oregon,,,,,,,,7070,arauco - Albany ,Albany,2020-07-06 00:00:00,75,Reduction,2020-07-06 00:00:00
Oregon,,,,,,,,7057,Hampton Inn & Suites - Portland,Portland,2020-06-30 00:00:00,41,Reduction,2020-07-06 00:00:00
Oregon,,,,,,,,7052,Hilton Portland Downtown,Portland,2020-03-22 00:00:00,330,Other,2020-06-30 00:00:00
Oregon,,,,,,,,6991,The Coca -Cola Company Odwalla's - Port,Portland,2020-08-31 00:00:00,30,Permanent closure,2020-06-30 00:00:00
Oregon,,,,,,,,6987,Levy Premium Foodservice...LLC,Portland,2020-08-01 00:00:00,54,Reduction,2020-06-24 00:00:00
Oregon,,,,,,,,6967,Hyatt Regency - Portland,Portland,2021-01-13 00:00:00,2,Temporary Layoff,2020-06-19 00:00:00
Oregon,,,,,,,,6967,Hyatt Regency - Portland,Portland,2020-11-01 00:00:00,1,Reduction,2020-06-19 00:00:00
Oregon,,,,,,,,6967,Hyatt Regency - Portland,Portland,2020-10-30 00:00:00,4,Reduction,2020-06-19 00:00:00
Oregon,,,,,,,,6967,Hyatt Regency - Portland,Portland,2020-09-04 00:00:00,8,Temporary Layoff,2020-06-19 00:00:00
Oregon,,,,,,,,6967,Hyatt Regency - Portland,Portland,2020-03-20 00:00:00,181,Temporary Layoff,2020-06-19 00:00:00
Oregon,,,,,,,,6963,Kimpton Hotel Monaco Portland,Portland,2020-03-13 00:00:00,147,Large Layoff - 10 or more workers,2020-06-12 00:00:00
Oregon,,,,,,,,6963,Kimpton Riverplace Hotel,Portland,2020-03-13 00:00:00,79,Large Layoff - 10 or more workers,2020-06-12 00:00:00
Oregon,,,,,,,,6963,Kimpton Hotel Vintage Portland,Portland,2020-03-01 00:00:00,94,Large Layoff - 10 or more workers,2020-06-12 00:00:00
Oregon,,,,,,,,6935,ATI Albany Operations,Albany,2020-12-07 00:00:00,76,Permanent closure,2020-06-10 00:00:00
Oregon,,,,,,,,6935,ATI Albany Operations,Albany,2020-10-26 00:00:00,135,Large Layoff - 10 or more workers,2020-06-10 00:00:00
Oregon,,,,,,,,6875,"Continuum Global Solutions, LLC",Portland,2020-08-12 00:00:00,255,Permanent closure,2020-06-10 00:00:00
Oregon,,,,,,,,6964,The Bay Company - Portland,Tigard,2020-09-29 00:00:00,125,Other,2020-06-09 00:00:00
Oregon,,,,,,,,6964,The Bay Company - Portland,Tigard,2020-04-15 00:00:00,289,Large Layoff - 10 or more workers,2020-06-09 00:00:00
Oregon,,,,,,,,6874,EVRAZ - Portland,Portland,2020-06-08 00:00:00,65,Reduction,2020-06-08 00:00:00
Oregon,,,,,,,,6867,Marriott Portland Downtown Waterfront ,Portland,2020-11-06 00:00:00,145,Reduction,2020-06-05 00:00:00
Oregon,,,,,,,,6867,Marriott Portland Downtown Waterfront ,Portland,2020-03-21 00:00:00,248,Temporary Layoff,2020-06-05 00:00:00
Oregon,,,,,,,,6903,PCC Structurals - Portland,Portland,2020-07-24 00:00:00,94,Reduction,2020-06-04 00:00:00
Oregon,,,,,,,,6903,PCC Structurals - Clackamas,Clackamas,2020-04-15 00:00:00,170,Reduction,2020-06-04 00:00:00
Oregon,,,,,,,,6903,PCC Structurals - Portland,Portland,2020-04-15 00:00:00,547,Reduction,2020-06-04 00:00:00
Oregon,,,,,,,,6903,PCC Structurals - Redmond,Redmond,2020-04-13 00:00:00,175,Large Layoff - 10 or more workers,2020-06-04 00:00:00
Oregon,,,,,,,,6847,Benson Hotel,Portland,2020-06-01 00:00:00,81,Reduction,2020-06-01 00:00:00
Oregon,,,,,,,,6846,Embassy Suites - Portland - Wash Sq ,Tigard,2020-06-01 00:00:00,7,Temporary Layoff,2020-05-31 00:00:00
Oregon,,,,,,,,6846,Embassy Suites - Portland - Wash Sq ,Tigard,2020-03-29 00:00:00,81,Temporary Layoff,2020-05-31 00:00:00
Oregon,,,,,,,,6751,Interfor - Gilchrist Division,Gilchrist,2020-06-01 00:00:00,131,Temporary Layoff,2020-05-19 00:00:00
Oregon,,,,,,,,7056,Atrium Hospitality - Portland Embassy S,Portland,2020-03-12 00:00:00,105,Other,2020-05-13 00:00:00
Oregon,,,,,,,,6596,Nordstrom - Clackamas Town Center,Happy Valley,2020-06-01 00:00:00,189,Permanent closure,2020-05-11 00:00:00
Oregon,,,,,,,,6551,Bright Wood - Redmond,Redmond,2020-03-23 00:00:00,12,Large Layoff - 10 or more workers,2020-05-04 00:00:00
Oregon,,,,,,,,6551,Bright Wood,Madras,2020-03-23 00:00:00,199,Large Layoff - 10 or more workers,2020-05-04 00:00:00
Oregon,,,,,,,,6468,DAKINE,Hood River,2020-05-15 00:00:00,39,Permanent closure,2020-05-01 00:00:00
Oregon,,,,,,,,6352,Meggitt - Oregon Inc,Mcminnville,2020-05-18 00:00:00,118,Large Layoff - 10 or more workers,2020-04-30 00:00:00
Oregon,,,,,,,,6469,Multnomah Street Property,Portland,2020-03-26 00:00:00,20,Permanent closure,2020-04-29 00:00:00
Oregon,,,,,,,,6469,IVI Hotel Management of Oregon - Innven,"Tukwila, WA",2020-03-20 00:00:00,350,Reduction,2020-04-29 00:00:00
Oregon,,,,,,,,6469,IVI Hotel Management of Oregon - Innven,"Tukwila, WA",2020-03-20 00:00:00,18,Other,2020-04-29 00:00:00
Oregon,,,,,,,,6321,Regal - Tigard,Tigard,2020-03-17 00:00:00,68,Other,2020-04-29 00:00:00
Oregon,,,,,,,,6465,Portland Art Museum,Portland,2020-07-01 00:00:00,96,Reduction,2020-04-28 00:00:00
Oregon,,,,,,,,6462,Hertz,"Estero, FL",2020-06-18 00:00:00,1,Reduction,2020-04-24 00:00:00
Oregon,,,,,,,,6462,Hertz - PDX,Portland,2020-05-20 00:00:00,17,Temporary Layoff,2020-04-24 00:00:00
Oregon,,,,,,,,6462,Hertz - PDX,Portland,2020-04-14 00:00:00,67,Large Layoff - 10 or more workers,2020-04-24 00:00:00
Oregon,,,,,,,,6271,Adventist Health - Tillamook,Tillamook,2020-12-31 00:00:00,7,Reduction,2020-04-23 00:00:00
Oregon,,,,,,,,6271,Adventist Health - Tillamook,Tillamook,2020-05-05 00:00:00,15,Temporary Layoff,2020-04-23 00:00:00
Oregon,,,,,,,,6271,Adventist Health - Tillamook,Tillamook,2020-05-05 00:00:00,2,Reduction,2020-04-23 00:00:00
Oregon,,,,,,,,6183,Enterprise Holdings ,Tualatin,2020-04-30 00:00:00,14,Reduction,2020-04-23 00:00:00
Oregon,,,,,,,,6183,Enterprise Holdings - PDX,Portland,2020-04-30 00:00:00,18,Reduction,2020-04-23 00:00:00
Oregon,,,,,,,,6183,Enterprise Holdings - PDX ,Portland,2020-03-19 00:00:00,60,Temporary Layoff,2020-04-23 00:00:00
Oregon,,,,,,,,6183,Enterprise Holdings - Admin,Tualatin,2020-03-19 00:00:00,262,Temporary Layoff,2020-04-23 00:00:00
Oregon,,,,,,,,6065,Visionworks,"San Antonio, TX",2020-04-20 00:00:00,103,Other,2020-04-23 00:00:00
Oregon,,,,,,,,6064,Oksenholt Hospitality Company - Meredit,Lincoln City,2020-03-19 00:00:00,94,Large Layoff - 10 or more workers,2020-04-20 00:00:00
Oregon,,,,,,,,6064,Oksenholt Hospitality Company - Mojo Re,Bend,2020-03-18 00:00:00,2,Large Layoff - 10 or more workers,2020-04-20 00:00:00
Oregon,,,,,,,,6064,Oksenholt Hospitality - Meredith Lodgin,Bend,2020-03-17 00:00:00,15,Large Layoff - 10 or more workers,2020-04-20 00:00:00
Oregon,,,,,,,,5779,Enterprise Holdings - PDX,Portland,2020-03-04 00:00:00,62,Temporary Layoff,2020-04-20 00:00:00
Oregon,,,,,,,,5668,Augusta Sportswear Brands - Coburg,Coburg,2020-03-31 00:00:00,25,Temporary Layoff,2020-04-16 00:00:00
Oregon,,,,,,,,5668,Augusta Sportswear Brands - Coburg,Coburg,2020-03-30 00:00:00,21,Temporary Layoff,2020-04-16 00:00:00
Oregon,,,,,,,,5668,Augusta Sportswear Brands - Coburg,Coburg,2020-03-23 00:00:00,6,Temporary Layoff,2020-04-16 00:00:00
Oregon,,,,,,,,5781,Women's Healthcare Associates,Portland,2020-04-13 00:00:00,186,Temporary Layoff,2020-04-14 00:00:00
Oregon,,,,,,,,5587,The Portland Clinic,Portland,2020-06-01 00:00:00,101,Reduction,2020-04-14 00:00:00
Oregon,,,,,,,,5587,The Portland Clinic,Portland,2020-06-01 00:00:00,90,Temporary Layoff,2020-04-14 00:00:00
Oregon,,,,,,,,5587,The Portland Clinic,Portland,2020-04-06 00:00:00,193,Other,2020-04-14 00:00:00
Oregon,,,,,,,,5587,The Portland Clinic,Portland,2020-04-01 00:00:00,234,Other,2020-04-14 00:00:00
Oregon,,,,,,,,5037,Andale Management Group dba The Country,Portland,2020-03-17 00:00:00,48,Temporary Layoff,2020-04-10 00:00:00
Oregon,,,,,,,,4957,Eagle Crest Resort,Redmond,2020-04-10 00:00:00,60,Temporary Layoff,2020-04-09 00:00:00
Oregon,,,,,,,,4764,The Oregon Clinic,Portland,2020-03-16 00:00:00,820,Temporary Layoff,2020-04-08 00:00:00
Oregon,,,,,,,,4763,Allura - OR,White City,2020-04-08 00:00:00,80,Other,2020-04-08 00:00:00
Oregon,,,,,,,,4762,Phoenix Inn Suites,Salem,2020-03-27 00:00:00,15,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,The Salem Convention Center,Salem,2020-03-27 00:00:00,72,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,The Grand Hotel in Salem,Salem,2020-03-27 00:00:00,26,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,Phoenix Inn Suites - Albany,Albany,2020-03-27 00:00:00,13,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,The Grand Hotel at Bridgeport,Tigard,2020-03-27 00:00:00,28,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,Phoenix Inn Suites - Lake Oswego,Lake Oswego,2020-03-27 00:00:00,12,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,Phoenix Inn Suites - Eugene,Eugene,2020-03-27 00:00:00,21,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4762,Bentley's Grill,Salem,2020-03-27 00:00:00,40,Reduction,2020-04-08 00:00:00
Oregon,,,,,,,,4956,Multnomah Athletic Club,Portland,2020-05-01 00:00:00,635,Large Layoff - 10 or more workers,2020-04-06 00:00:00
Oregon,,,,,,,,4388,EVRAZ - Portland,Portland,2020-04-06 00:00:00,232,Reduction,2020-04-06 00:00:00
Oregon,,,,,,,,4522,Landmark Ford Lincoln,Tigard ,2020-03-25 00:00:00,46,Temporary Layoff,2020-04-03 00:00:00
Oregon,,,,,,,,4381,Pac-12 Enterprises dba Pac-12 Networks,"San Francisco, CA",2020-03-14 00:00:00,531,Other,2020-04-03 00:00:00
Oregon,,,,,,,,4334,Carr Auto Group,Beaverton,2020-04-03 00:00:00,54,Temporary Layoff,2020-04-03 00:00:00
Oregon,,,,,,,,4323,Benihana,Beaverton,2020-03-17 00:00:00,57,Reduction,2020-04-02 00:00:00
Oregon,,,,,,,,4198,RLK Co. Timberline Lodge,Government Camp,2020-03-23 00:00:00,471,Reduction,2020-04-01 00:00:00
Oregon,,,,,,,,4169,Shamrock Foods Co.,Portland,2020-04-01 00:00:00,8,Temporary Layoff,2020-04-01 00:00:00
Oregon,,,,,,,,5407,John's Incredible Pizza Company ,Beaverton,2020-04-03 00:00:00,74,Temporary Layoff,2020-03-31 00:00:00
Oregon,,,,,,,,4091,SAS Restaurant Ventures,Ontario,2020-03-31 00:00:00,32,Temporary Layoff,2020-03-31 00:00:00
Oregon,,,,,,,,4079,Paper Source - Tigard,Tigard ,2020-03-29 00:00:00,13,Temporary Layoff,2020-03-27 00:00:00
Oregon,,,,,,,,4079,Paper Source - Portland,Portland,2020-03-29 00:00:00,13,Temporary Layoff,2020-03-27 00:00:00
Oregon,,,,,,,,4337,Big Al's II,Beaverton,2020-03-18 00:00:00,120,Temporary Layoff,2020-03-18 00:00:00
Oregon,,,,,,,,6692,Happy Guests Intl. - Salty's,Portland,,,Temporary Layoff,2020-05-14 00:00:00
Oregon,,,,,,,,8592,"Rise Services, Inc.","Mesa, AZ",,,Permanent closure,2023-07-18 00:00:00
Oregon,,,,,,,,9324,"Zeco Systems, Inc. dba Shell EV Chargin","Los Angeles, CA",,,Large Layoff - 10 or more workers,2025-08-18 00:00:00
Oregon,,,,,,,,8470,BOISE CASCADE ELGIN PLYWOOD MILL       ,ELGIN                         ,,,Large Layoff - 10 or more workers,2022-12-14 00:00:00
